Activity ID,Keywords
867,"['bus', 'children', 'frame', 'group', 'guided', 'house', 'information', 'knowledge', 'sentence', 'tree', 'word']"
868,"['children', 'heat', 'missing', 'sandwich', 'selection', 'word']"
869,"['children', 'heat', 'missing', 'sandwich', 'selection', 'word']"
870,"['capital', 'children', 'group', 'guided', 'house', 'language', 'mark', 'motion', 'sentence']"
871,"['capital', 'children', 'mark', 'power', 'school', 'sentence', 'strip']"
872,"['capital', 'children', 'mark', 'power', 'school', 'sentence', 'strip']"
873,"['academic', 'children', 'group', 'patterns', 'word']"
874,"['academic', 'children', 'group', 'patterns', 'word']"
875,"['academic', 'children', 'group', 'patterns', 'word']"
876,"['academic', 'children', 'group', 'patterns', 'word']"
877,"['children', 'frame', 'frequency', 'phone', 'sentence']"
878,"['children', 'frame', 'frequency', 'phone', 'sentence']"
879,"['cards', 'children', 'frequency', 'nest', 'random', 'repeat', 'sorting', 'word']"
879,"['cards', 'children', 'frequency', 'nest', 'random', 'repeat', 'sorting', 'word']"
880,"['cards', 'children', 'frequency', 'nest', 'random', 'repeat', 'sorting', 'word']"
880,"['cards', 'children', 'frequency', 'nest', 'random', 'repeat', 'sorting', 'word']"
881,"['children', 'feedback', 'feeling', 'group', 'modeling', 'monitoring', 'theater']"
882,"['children', 'feedback', 'feeling', 'group', 'modeling', 'monitoring', 'theater']"
883,"['animal', 'children', 'guided', 'mate', 'stories']"
884,"['animal', 'children', 'guided', 'mate', 'stories']"
885,"['children', 'group', 'vocal', 'word']"
886,"['children', 'control', 'guided', 'language', 'posture', 'sentence', 'speech', 'word']"
887,"['children', 'information', 'mark', 'mate', 'selection', 'self', 'word']"
888,"['children', 'information', 'mark', 'mate', 'selection', 'self', 'word']"
889,"['children', 'frequency', 'judgments', 'voice']"
890,"['@', 'children', 'frequency', 'house', 'personal', 'resource']"
891,"['@', 'body', 'children', 'gathering', 'personal', 'voice']"
892,"['bowl', 'children', 'language', 'mm', 'resource', 'word']"
893,"['fading', 'graph', 'group', 'management', 'resource', 'word']"
894,"['fading', 'graph', 'group', 'management', 'resource', 'word']"
895,"['frequency', 'resource', 'word']"
896,"['frequency', 'resource', 'word']"
896,"['frequency', 'resource', 'word']"
897,"['frequency', 'resource', 'word']"
898,"['activity', 'builder', 'cards', 'children', 'earth', 'graph', 'path', 'repeat', 'voice', 'word']"
899,"['cards', 'children', 'graph', 'professional', 'repeat', 'sentence', 'word']"
900,"['cards', 'children', 'graph', 'professional', 'repeat', 'sentence', 'word']"
901,"['cards', 'children', 'graph', 'professional', 'repeat', 'sentence', 'word']"
902,"['builder', 'cards', 'children', 'graph', 'group', 'professional', 'sprung', 'word']"
903,"['builder', 'cards', 'children', 'graph', 'group', 'professional', 'sprung', 'word']"
904,"['builder', 'cards', 'children', 'graph', 'group', 'professional', 'sprung', 'word']"
905,"['builder', 'cards', 'children', 'graph', 'group', 'professional', 'sprung', 'word']"
906,"['builder', 'cards', 'children', 'graph', 'group', 'professional', 'sprung', 'word']"
907,"['children', 'frequency', 'graph', 'group', 'path', 'repeat', 'school', 'sentence', 'word']"
908,"['@', 'cards', 'children', 'edge', 'frequency', 'graph', 'personal', 'rod', 'school', 'word']"
912,"['children', 'power', 'rod', 'rules', 'word']"
913,['children']
914,"['auditors', 'charge', 'children', 'professional', 'sentence', 'signal', 'speech', 'voice']"
915,"['auditors', 'charge', 'children', 'professional', 'sentence', 'signal', 'speech', 'voice']"
916,"['bed', 'children', 'hearing', 'house', 'information', 'knowledge', 'library', 'stories', 'strip', 'water']"
917,"['bed', 'children', 'hearing', 'house', 'information', 'knowledge', 'library', 'stories', 'strip', 'water']"
918,"['children', 'field', 'guided', 'mm', 'selection', 'word']"
919,"['children', 'field', 'guided', 'mm', 'selection', 'word']"
920,"['children', 'frame', 'group', 'guided', 'language', 'sentence', 'transparency']"
921,"['children', 'classroom', 'guided', 'information', 'mark', 'school', 'sentence', 'transparency']"
922,"['bond', 'children', 'graph', 'path', 'repeat', 'sprung', 'word']"
923,"['bond', 'children', 'graph', 'path', 'repeat', 'sprung', 'word']"
924,"['bond', 'children', 'graph', 'path', 'repeat', 'sprung', 'word']"
925,"['children', 'mate', 'resource', 'sentence']"
926,"['children', 'mate', 'resource', 'sentence']"
927,"['children', 'mate', 'resource', 'sentence']"
928,"['children', 'mate', 'resource', 'sentence']"
929,"['children', 'guided', 'information', 'sentence', 'stories']"
930,"['children', 'guided', 'information', 'sentence', 'stories']"
931,"['children', 'information', 'mm', 'self']"
932,"['children', 'frequency', 'guided', 'job', 'mate', 'network', 'repeat', 'smoke', 'water', 'word']"
932,"['children', 'frequency', 'guided', 'job', 'mate', 'network', 'repeat', 'smoke', 'water', 'word']"
933,"['children', 'frequency', 'guided', 'job', 'mate', 'network', 'repeat', 'smoke', 'water', 'word']"
933,"['children', 'frequency', 'guided', 'job', 'mate', 'network', 'repeat', 'smoke', 'water', 'word']"
934,"['children', 'frame', 'frequency', 'job', 'scaffolding', 'sentence', 'water']"
934,"['children', 'frame', 'frequency', 'job', 'scaffolding', 'sentence', 'water']"
938,"['children', 'job', 'sentence']"
939,"['cards', 'children', 'group', 'identity', 'job', 'smoke', 'speech']"
940,"['cards', 'children', 'group', 'identity', 'job', 'smoke', 'speech']"
940,"['cards', 'children', 'group', 'identity', 'job', 'smoke', 'speech']"
944,"['banks', 'children', 'frame', 'guided', 'language', 'sentence', 'word']"
945,"['children', 'information', 'mark', 'missing', 'rules', 'sentence', 'transparency', 'word']"
946,"['children', 'information', 'mark', 'missing', 'rules', 'sentence', 'transparency', 'word']"
947,"['cards', 'children', 'frame', 'graph', 'patterns', 'repeat', 'sentence', 'structural', 'transparency', 'word']"
948,"['cards', 'children', 'frame', 'graph', 'patterns', 'repeat', 'sentence', 'structural', 'transparency', 'word']"
949,"['children', 'frequency', 'graph', 'path', 'repeat', 'spacing', 'state', 'word']"
950,"['cards', 'children', 'frequency', 'group', 'matching', 'repeat', 'scaffolding', 'source', 'union', 'water', 'word']"
950,"['cards', 'children', 'frequency', 'group', 'matching', 'repeat', 'scaffolding', 'source', 'union', 'water', 'word']"
951,"['cards', 'children', 'frequency', 'group', 'matching', 'repeat', 'scaffolding', 'source', 'union', 'water', 'word']"
951,"['cards', 'children', 'frequency', 'group', 'matching', 'repeat', 'scaffolding', 'source', 'union', 'water', 'word']"
952,"['cards', 'children', 'frequency', 'group', 'matching', 'repeat', 'scaffolding', 'source', 'union', 'water', 'word']"
952,"['cards', 'children', 'frequency', 'group', 'matching', 'repeat', 'scaffolding', 'source', 'union', 'water', 'word']"
953,"['cards', 'children', 'frequency', 'group', 'matching', 'repeat', 'scaffolding', 'source', 'union', 'water', 'word']"
953,"['cards', 'children', 'frequency', 'group', 'matching', 'repeat', 'scaffolding', 'source', 'union', 'water', 'word']"
954,"['children', 'feedback', 'group', 'guided', 'job', 'sentence', 'speech']"
954,"['children', 'feedback', 'group', 'guided', 'job', 'sentence', 'speech']"
955,"['children', 'feedback', 'group', 'guided', 'job', 'sentence', 'speech']"
955,"['children', 'feedback', 'group', 'guided', 'job', 'sentence', 'speech']"
956,"['children', 'classroom', 'edge', 'guided', 'job', 'scaffolding']"
957,"['children', 'classroom', 'edge', 'guided', 'job', 'scaffolding']"
958,"['children', 'classroom', 'edge', 'guided', 'job', 'scaffolding']"
959,"['children', 'classroom', 'edge', 'guided', 'job', 'scaffolding']"
960,"['children', 'job', 'knowledge', 'paired', 'selection', 'water']"
961,"['children', 'job', 'knowledge', 'paired', 'selection', 'water']"
962,"['children', 'classroom', 'connections', 'group', 'job', 'school', 'voice', 'word']"
963,"['children', 'classroom', 'connections', 'group', 'job', 'school', 'voice', 'word']"
964,"['children', 'classroom', 'connections', 'group', 'job', 'school', 'voice', 'word']"
964,"['children', 'classroom', 'connections', 'group', 'job', 'school', 'voice', 'word']"
965,"['children', 'classroom', 'guided', 'job', 'path', 'school', 'selection', 'treatment', 'word']"
966,"['children', 'classroom', 'guided', 'job', 'path', 'school', 'selection', 'treatment', 'word']"
967,"['children', 'frame', 'guided', 'language', 'mm', 'repeat', 'school', 'sentence', 'word']"
968,"['children', 'information', 'job', 'knowledge', 'mark', 'mate', 'modeling', 'repeat', 'rules', 'shared', 'tracking', 'water', 'word']"
969,"['children', 'information', 'job', 'knowledge', 'mark', 'mate', 'modeling', 'repeat', 'rules', 'shared', 'tracking', 'water', 'word']"
970,"['children', 'guided', 'resource', 'sentence', 'transparency', 'word']"
971,"['cards', 'children', 'frequency', 'graph', 'path', 'self', 'sheet', 'word']"
972,"['banks', 'cards', 'children', 'cut', 'direct', 'exchange', 'frequency', 'guided', 'job', 'missing', 'resource', 'sentence', 'stories', 'strip', 'water', 'word']"
972,"['banks', 'cards', 'children', 'cut', 'direct', 'exchange', 'frequency', 'guided', 'job', 'missing', 'resource', 'sentence', 'stories', 'strip', 'water', 'word']"
973,"['banks', 'cards', 'children', 'cut', 'direct', 'exchange', 'frequency', 'guided', 'job', 'missing', 'resource', 'sentence', 'stories', 'strip', 'water', 'word']"
973,"['banks', 'cards', 'children', 'cut', 'direct', 'exchange', 'frequency', 'guided', 'job', 'missing', 'resource', 'sentence', 'stories', 'strip', 'water', 'word']"
974,"['children', 'group', 'guided', 'job', 'mm', 'resource', 'sentence', 'speech', 'voice']"
975,"['children', 'group', 'guided', 'job', 'mm', 'resource', 'sentence', 'speech', 'voice']"
976,"['bus', 'children', 'count', 'guided', 'job', 'knowledge', 'mm', 'tree', 'web', 'word']"
977,"['children', 'eating', 'head', 'job', 'riding', 'selection', 'strip', 'word']"
978,"['children', 'eating', 'head', 'job', 'riding', 'selection', 'strip', 'word']"
979,"['children', 'guided', 'language', 'mm', 'school', 'sentence']"
980,"['children', 'information', 'mark', 'mate', 'transparency', 'word']"
981,"['children', 'information', 'mark', 'mate', 'transparency', 'word']"
982,"['children', 'group', 'word']"
983,"['children', 'group', 'word']"
984,"['children', 'group', 'word']"
985,"['children', 'group', 'word']"
986,"['children', 'frame', 'frequency', 'graph', 'group', 'path', 'school', 'sentence', 'white']"
987,"['children', 'frame', 'frequency', 'graph', 'group', 'path', 'school', 'sentence', 'white']"
988,"['cards', 'children', 'frequency', 'recognition', 'water', 'word']"
988,"['cards', 'children', 'frequency', 'recognition', 'water', 'word']"
989,"['cards', 'children', 'frequency', 'recognition', 'water', 'word']"
989,"['cards', 'children', 'frequency', 'recognition', 'water', 'word']"
990,"['ad', 'children', 'feedback', 'group', 'job', 'modeling', 'theater']"
990,"['ad', 'children', 'feedback', 'group', 'job', 'modeling', 'theater']"
991,"['ad', 'children', 'feedback', 'group', 'job', 'modeling', 'theater']"
991,"['ad', 'children', 'feedback', 'group', 'job', 'modeling', 'theater']"
992,"['children', 'guided', 'job', 'selection', 'sentence', 'transparency', 'water']"
993,"['children', 'guided', 'job', 'selection', 'sentence', 'transparency', 'water']"
994,"['children', 'group', 'transparency', 'word']"
995,"['children', 'group', 'guided', 'language', 'mate', 'mm', 'school', 'sentence', 'white']"
996,"['ads', 'children', 'group', 'knowledge', 'mark', 'phone', 'ponds', 'selection', 'self', 'word']"
997,"['children', 'frequency', 'graph', 'group', 'job', 'personal', 'standing', 'water']"
998,"['@', 'children', 'frequency', 'graph', 'group', 'job', 'personal', 'resource', 'water']"
999,"['children', 'frequency', 'graph', 'group', 'personal', 'water']"
1000,"['children', 'floor', 'language', 'personal', 'trees']"
1001,"['children', 'direct', 'group', 'management', 'mm', 'resource', 'selection']"
1002,"['children', 'direct', 'group', 'management', 'mm', 'resource', 'selection']"
1003,"['cards', 'frequency', 'resource', 'word']"
1004,"['cards', 'frequency', 'resource', 'word']"
1004,"['cards', 'frequency', 'resource', 'word']"
1005,"['cards', 'frequency', 'resource', 'word']"
1006,"['bank', 'builder', 'cards', 'children', 'frequency', 'media', 'path', 'repeat', 'unfair', 'word']"
1007,"['cards', 'children', 'professional', 'repeat', 'word']"
1008,"['cards', 'children', 'professional', 'repeat', 'word']"
1009,"['builder', 'cards', 'children', 'group', 'professional', 'weather', 'word']"
1010,"['builder', 'cards', 'children', 'group', 'professional', 'weather', 'word']"
1011,"['builder', 'cards', 'children', 'group', 'professional', 'weather', 'word']"
1012,"['builder', 'cards', 'children', 'group', 'professional', 'weather', 'word']"
1013,"['builder', 'cards', 'children', 'group', 'professional', 'weather', 'word']"
1014,"['cards', 'children', 'frequency', 'group', 'mate', 'repeat', 'ride', 'school', 'sentence', 'word']"
1015,"['bus', 'children', 'frame', 'frequency', 'history', 'motion', 'nose', 'packing', 'selection', 'sentence', 'tree', 'water', 'word']"
1019,"['children', 'selection', 'word']"
1020,"['children', 'group', 'modeling', 'professional', 'selection', 'water']"
1021,"['children', 'group', 'modeling', 'professional', 'selection', 'water']"
1021,"['children', 'group', 'modeling', 'professional', 'selection', 'water']"
1022,"['children', 'house', 'information', 'knowledge', 'stories', 'water']"
1023,"['children', 'house', 'information', 'knowledge', 'stories', 'water']"
1024,"['children', 'eating', 'group', 'guided', 'mate', 'selection', 'word']"
1025,"['children', 'eating', 'group', 'guided', 'mate', 'selection', 'word']"
1026,"['bus', 'children', 'guided', 'head', 'language', 'mm', 'repeat', 'sentence', 'transparency']"
1027,"['children', 'game', 'guided', 'information', 'power', 'school', 'transparency']"
1028,"['children', 'frequency', 'hoc', 'repeat', 'word']"
1029,"['children', 'frequency', 'hoc', 'repeat', 'word']"
1030,"['children', 'frequency', 'hoc', 'repeat', 'word']"
1031,"['children', 'group', 'mm', 'sentence']"
1032,"['children', 'group', 'mm', 'sentence']"
1033,"['children', 'group', 'mm', 'sentence']"
1034,"['children', 'group', 'mm', 'sentence']"
1035,"['children', 'guided', 'information', 'mate', 'selection', 'voice']"
1036,"['children', 'group', 'machine']"
1037,"['children', 'frequency', 'group', 'guided', 'house', 'network', 'repeat', 'word']"
1037,"['children', 'frequency', 'group', 'guided', 'house', 'network', 'repeat', 'word']"
1038,[]
1038,[]
1042,"['children', 'word']"
1043,"['@', 'children', 'mate', 'path', 'selection', 'water', 'word']"
1044,['sentence']
1049,"['children', 'group', 'message', 'packing', 'school', 'word']"
1050,"['animal', 'banks', 'children', 'frame', 'guided', 'house', 'language', 'sentence', 'stock']"
1051,"['children', 'mate', 'tube']"
1052,"['children', 'mate', 'tube']"
1053,"['cards', 'children', 'frame', 'pattern', 'repeat', 'sentence', 'transparency', 'word']"
1054,"['cards', 'children', 'frame', 'pattern', 'repeat', 'sentence', 'transparency', 'word']"
1055,"['children', 'frequency', 'repeat', 'spacing', 'word']"
1056,"['cards', 'children', 'frequency', 'guided', 'matching', 'paired', 'repeat', 'resource', 'turning', 'word']"
1056,"['cards', 'children', 'frequency', 'guided', 'matching', 'paired', 'repeat', 'resource', 'turning', 'word']"
1057,"['cards', 'children', 'frequency', 'guided', 'matching', 'paired', 'repeat', 'resource', 'turning', 'word']"
1057,"['cards', 'children', 'frequency', 'guided', 'matching', 'paired', 'repeat', 'resource', 'turning', 'word']"
1058,"['cards', 'children', 'frequency', 'guided', 'matching', 'paired', 'repeat', 'resource', 'turning', 'word']"
1058,"['cards', 'children', 'frequency', 'guided', 'matching', 'paired', 'repeat', 'resource', 'turning', 'word']"
1059,"['cards', 'children', 'frequency', 'guided', 'matching', 'paired', 'repeat', 'resource', 'turning', 'word']"
1059,"['cards', 'children', 'frequency', 'guided', 'matching', 'paired', 'repeat', 'resource', 'turning', 'word']"
1060,"['cards', 'children', 'frequency', 'guided', 'matching', 'paired', 'repeat', 'resource', 'turning', 'word']"
1060,"['cards', 'children', 'frequency', 'guided', 'matching', 'paired', 'repeat', 'resource', 'turning', 'word']"
1061,"['children', 'group', 'guided', 'rod', 'sentence', 'torque']"
1062,"['children', 'group', 'guided', 'rod', 'sentence', 'torque']"
1063,"['children', 'group', 'guided', 'knowledge', 'mate', 'selection', 'word']"
1064,"['children', 'group', 'guided', 'knowledge', 'mate', 'selection', 'word']"
1065,"['children', 'group', 'guided', 'knowledge', 'mate', 'selection', 'word']"
1066,"['children', 'group', 'guided', 'knowledge', 'mate', 'selection', 'word']"
1067,"['children', 'paired', 'selection']"
1068,"['artery', 'children', 'connections', 'mm', 'ponds', 'stories', 'word']"
1069,"['artery', 'children', 'connections', 'mm', 'ponds', 'stories', 'word']"
1070,"['artery', 'children', 'connections', 'mm', 'ponds', 'stories', 'word']"
1070,"['artery', 'children', 'connections', 'mm', 'ponds', 'stories', 'word']"
1071,"['children', 'function', 'group', 'guided', 'ponds', 'selection', 'vocal', 'water', 'word']"
1072,"['bus', 'children', 'desk', 'flag', 'frame', 'guided', 'language', 'mass', 'sentence']"
1073,"['bus', 'children', 'group', 'mate', 'modeling', 'ponds', 'tracking']"
1074,"['bus', 'children', 'group', 'mate', 'modeling', 'ponds', 'tracking']"
1075,"['cards', 'children', 'guided', 'price', 'resource', 'sentence', 'transparency', 'word']"
1076,"['busy', 'cards', 'children', 'frequency', 'self', 'sheet', 'word']"
1077,"['busy', 'cards', 'children', 'frequency', 'self', 'sheet', 'word']"
1078,"['banks', 'cards', 'children', 'cut', 'direct', 'frequency', 'guided', 'mate', 'missing', 'sentence', 'strip', 'water', 'word']"
1078,"['banks', 'cards', 'children', 'cut', 'direct', 'frequency', 'guided', 'mate', 'missing', 'sentence', 'strip', 'water', 'word']"
1079,"['banks', 'cards', 'children', 'cut', 'direct', 'frequency', 'guided', 'mate', 'missing', 'sentence', 'strip', 'water', 'word']"
1079,"['banks', 'cards', 'children', 'cut', 'direct', 'frequency', 'guided', 'mate', 'missing', 'sentence', 'strip', 'water', 'word']"
1080,"['children', 'feedback', 'flag', 'group', 'guided', 'house', 'mark', 'selection', 'self', 'sentence']"
1081,"['children', 'feedback', 'flag', 'group', 'guided', 'house', 'mark', 'selection', 'self', 'sentence']"
1082,"['bus', 'children', 'group', 'guided', 'knowledge', 'word']"
1083,"['children', 'earth', 'function', 'message', 'selection', 'water', 'word']"
1084,"['children', 'earth', 'function', 'message', 'selection', 'water', 'word']"
1085,"['banks', 'children', 'desk', 'group', 'guided', 'language', 'sentence']"
1086,"['children', 'mate', 'ponds', 'school', 'word']"
1087,"['children', 'mate', 'ponds', 'school', 'word']"
1088,"['children', 'group', 'patterns', 'strip', 'word']"
1089,"['children', 'group', 'patterns', 'strip', 'word']"
1090,"['children', 'group', 'patterns', 'strip', 'word']"
1091,"['children', 'group', 'patterns', 'strip', 'word']"
1092,"['children', 'frame', 'frequency', 'mate', 'ride', 'school', 'sentence']"
1093,"['children', 'frame', 'frequency', 'mate', 'ride', 'school', 'sentence']"
1094,"['children', 'frequency', 'random', 'recognition', 'repeat', 'word']"
1094,"['children', 'frequency', 'random', 'recognition', 'repeat', 'word']"
1095,"['children', 'frequency', 'random', 'recognition', 'repeat', 'word']"
1095,"['children', 'frequency', 'random', 'recognition', 'repeat', 'word']"
1096,"['children', 'coding', 'group', 'modeling', 'monitoring', 'selection', 'sentence', 'theater']"
1097,"['children', 'coding', 'group', 'modeling', 'monitoring', 'selection', 'sentence', 'theater']"
1098,"['children', 'guided', 'selection']"
1099,"['children', 'guided', 'selection']"
1100,"['children', 'function', 'group', 'transparency', 'web', 'word']"
1101,"['cards', 'children', 'group', 'guided', 'index', 'language', 'mass', 'sentence']"
1102,"['children', 'information', 'mate', 'school', 'spacing', 'speaker', 'word']"
1103,"['@', 'children', 'frequency', 'personal', 'sentence', 'word']"
1104,"['children', 'color', 'eating', 'expert', 'frequency', 'gray', 'personal', 'resource']"
1105,"['children', 'frequency', 'knowledge', 'personal', 'selection', 'tree', 'water']"
1106,"['children', 'knowledge', 'language', 'resource', 'source']"
1107,"['direct', 'group', 'management', 'recording', 'resource', 'stories', 'word']"
1108,"['direct', 'group', 'management', 'recording', 'resource', 'stories', 'word']"
1109,"['mate', 'resource', 'word']"
1110,"['mate', 'resource', 'word']"
1110,"['mate', 'resource', 'word']"
1111,"['mate', 'resource', 'word']"
1112,"['builder', 'cards', 'children', 'frequency', 'repeat', 'word']"
1113,"['children', 'house', 'professional', 'repeat', 'tax', 'word']"
1114,"['children', 'house', 'professional', 'repeat', 'tax', 'word']"
1115,"['children', 'house', 'professional', 'repeat', 'tax', 'word']"
1116,"['ads', 'builder', 'children', 'group', 'professional', 'score', 'word']"
1117,"['ads', 'builder', 'children', 'group', 'professional', 'score', 'word']"
1118,"['ads', 'builder', 'children', 'group', 'professional', 'score', 'word']"
1119,"['ads', 'builder', 'children', 'group', 'professional', 'score', 'word']"
1120,"['children', 'frequency', 'group', 'repeat', 'sentence', 'word']"
1121,"['@', 'children', 'drug', 'flag', 'history', 'holding', 'missing', 'printed', 'professional', 'rod', 'voice', 'word']"
1126,[]
1127,"['auditors', 'children', 'feedback', 'flag', 'modeling', 'professional', 'sentence', 'transparency']"
1128,"['auditors', 'children', 'feedback', 'flag', 'modeling', 'professional', 'sentence', 'transparency']"
1129,"['children', 'knowledge', 'stories', 'trees', 'water']"
1130,"['children', 'knowledge', 'stories', 'trees', 'water']"
1132,"['arms', 'children', 'decision', 'earth', 'guided', 'selection', 'shared', 'word']"
1133,"['arms', 'children', 'classroom', 'guided', 'language', 'mate', 'sentence', 'singular', 'style', 'supply', 'word']"
1134,"['activity', 'children', 'count', 'guided', 'mark', 'sentence', 'transparency', 'voice']"
1135,"['cards', 'children', 'repeat', 'word']"
1136,"['cards', 'children', 'repeat', 'word']"
1137,"['cards', 'children', 'repeat', 'word']"
1138,"['children', 'head', 'power', 'resource', 'sentence']"
1139,"['children', 'head', 'power', 'resource', 'sentence']"
1140,"['children', 'head', 'power', 'resource', 'sentence']"
1141,"['children', 'head', 'power', 'resource', 'sentence']"
1142,"['children', 'earth', 'guided', 'sentence', 'window']"
1143,[]
1144,"['arms', 'blocking', 'children', 'frequency', 'group', 'holding', 'network', 'repeat', 'school', 'word']"
1144,"['arms', 'blocking', 'children', 'frequency', 'group', 'holding', 'network', 'repeat', 'school', 'word']"
1145,[]
1149,"['cards', 'children', 'direct', 'group']"
1150,"['cards', 'children', 'direct', 'group']"
1150,"['cards', 'children', 'direct', 'group']"
1151,"['cards', 'children', 'direct', 'group']"
1151,"['cards', 'children', 'direct', 'group']"
1152,"['children', 'nose', 'repeat', 'ride', 'sandwich', 'sentence', 'shared', 'steady']"
1155,"['arms', 'children', 'finger', 'frame', 'guided', 'irregular', 'language', 'sentence', 'smile']"
1156,"['activity', 'children', 'logic', 'powers', 'scene', 'sentence', 'voice', 'word']"
1157,"['activity', 'children', 'logic', 'powers', 'scene', 'sentence', 'voice', 'word']"
1158,"['cards', 'children', 'repeat', 'transparency', 'word']"
1159,"['cards', 'children', 'repeat', 'transparency', 'word']"
1160,"['children', 'repeat', 'spacing', 'state', 'word']"
1161,"['arms', 'cards', 'children', 'frequency', 'group', 'guided', 'matching', 'mate', 'repeat', 'school', 'word']"
1161,"['arms', 'cards', 'children', 'frequency', 'group', 'guided', 'matching', 'mate', 'repeat', 'school', 'word']"
1162,"['arms', 'cards', 'children', 'frequency', 'group', 'guided', 'matching', 'mate', 'repeat', 'school', 'word']"
1162,"['arms', 'cards', 'children', 'frequency', 'group', 'guided', 'matching', 'mate', 'repeat', 'school', 'word']"
1163,"['arms', 'cards', 'children', 'frequency', 'group', 'guided', 'matching', 'mate', 'repeat', 'school', 'word']"
1163,"['arms', 'cards', 'children', 'frequency', 'group', 'guided', 'matching', 'mate', 'repeat', 'school', 'word']"
1164,"['arms', 'cards', 'children', 'frequency', 'group', 'guided', 'matching', 'mate', 'repeat', 'school', 'word']"
1164,"['arms', 'cards', 'children', 'frequency', 'group', 'guided', 'matching', 'mate', 'repeat', 'school', 'word']"
1165,"['arms', 'cards', 'children', 'frequency', 'group', 'guided', 'matching', 'mate', 'repeat', 'school', 'word']"
1165,"['arms', 'cards', 'children', 'frequency', 'group', 'guided', 'matching', 'mate', 'repeat', 'school', 'word']"
1166,"['cards', 'children', 'feedback', 'group', 'guided', 'repeat', 'sentence', 'speech']"
1167,"['cards', 'children', 'feedback', 'group', 'guided', 'repeat', 'sentence', 'speech']"
1168,"['arms', 'children', 'earth', 'group', 'guided', 'information', 'knowledge', 'sentence']"
1169,"['arms', 'children', 'earth', 'group', 'guided', 'information', 'knowledge', 'sentence']"
1170,"['arms', 'children', 'earth', 'group', 'guided', 'information', 'knowledge', 'sentence']"
1171,"['arms', 'children', 'earth', 'group', 'guided', 'information', 'knowledge', 'sentence']"
1172,"['information', 'mm', 'paired', 'personal', 'selection', 'team', 'word']"
1173,"['children', 'connections', 'game', 'ink', 'mate', 'reactions', 'school', 'word']"
1174,"['children', 'connections', 'game', 'ink', 'mate', 'reactions', 'school', 'word']"
1175,"['children', 'connections', 'game', 'ink', 'mate', 'reactions', 'school', 'word']"
1175,"['children', 'connections', 'game', 'ink', 'mate', 'reactions', 'school', 'word']"
1176,"['children', 'guided', 'rough', 'selection', 'word']"
1177,"['children', 'guided', 'rough', 'selection', 'word']"
1178,"['activity', 'cards', 'children', 'equipment', 'guided', 'language', 'message', 'post', 'repeat', 'ride', 'sentence', 'sheet', 'team', 'word']"
1179,"['arms', 'children', 'knowledge', 'sentence', 'speaker', 'spray', 'tracking', 'voice', 'word']"
1180,"['cards', 'children', 'fraction', 'guided', 'missing', 'repeat', 'resource', 'sentence', 'tracking', 'transparency', 'word']"
1181,"['children', 'frequency', 'random', 'repeat', 'sheet', 'word']"
1182,"['children', 'frequency', 'random', 'repeat', 'sheet', 'word']"
1183,"['arms', 'banks', 'children', 'cut', 'direct', 'frequency', 'guided', 'missing', 'resource', 'school', 'sentence', 'strip', 'tract', 'word']"
1183,"['arms', 'banks', 'children', 'cut', 'direct', 'frequency', 'guided', 'missing', 'resource', 'school', 'sentence', 'strip', 'tract', 'word']"
1184,"['arms', 'banks', 'children', 'cut', 'direct', 'frequency', 'guided', 'missing', 'resource', 'school', 'sentence', 'strip', 'tract', 'word']"
1184,"['arms', 'banks', 'children', 'cut', 'direct', 'frequency', 'guided', 'missing', 'resource', 'school', 'sentence', 'strip', 'tract', 'word']"
1185,"['charge', 'children', 'group', 'guided', 'resource', 'self', 'speech']"
1186,"['charge', 'children', 'group', 'guided', 'resource', 'self', 'speech']"
1187,"['children', 'gathering', 'group', 'guided', 'knowledge', 'stories', 'word']"
1188,"['children', 'computer', 'eating', 'house', 'matching', 'riding', 'rough', 'selection', 'signal', 'state', 'word']"
1189,"['children', 'computer', 'eating', 'house', 'matching', 'riding', 'rough', 'selection', 'signal', 'state', 'word']"
1190,"['ads', 'children', 'guided', 'language', 'missing', 'school', 'team', 'word']"
1191,"['ads', 'children', 'guided', 'language', 'missing', 'school', 'team', 'word']"
1192,"['activity', 'children', 'mark', 'mate', 'nets', 'sentence', 'speaker', 'voice', 'word']"
1193,"['activity', 'children', 'mark', 'mate', 'nets', 'sentence', 'speaker', 'voice', 'word']"
1194,"['activity', 'children', 'mark', 'mate', 'nets', 'sentence', 'speaker', 'voice', 'word']"
1195,"['children', 'group', 'mark', 'missing', 'patterns', 'repeat', 'tract', 'word']"
1196,"['children', 'group', 'mark', 'missing', 'patterns', 'repeat', 'tract', 'word']"
1197,"['children', 'group', 'mark', 'missing', 'patterns', 'repeat', 'tract', 'word']"
1198,"['children', 'group', 'mark', 'missing', 'patterns', 'repeat', 'tract', 'word']"
1199,"['children', 'frame', 'group', 'sentence', 'stories']"
1200,"['children', 'frame', 'group', 'sentence', 'stories']"
1201,"['arms', 'cards', 'children', 'frequency', 'random', 'school', 'sentence', 'sorting', 'word']"
1201,"['arms', 'cards', 'children', 'frequency', 'random', 'school', 'sentence', 'sorting', 'word']"
1202,"['arms', 'cards', 'children', 'frequency', 'random', 'school', 'sentence', 'sorting', 'word']"
1202,"['arms', 'cards', 'children', 'frequency', 'random', 'school', 'sentence', 'sorting', 'word']"
1203,"['children', 'group', 'theater', 'word']"
